ID,ABN,Charity_Legal_Name,Other_Organisation_Names,Address_Type,Address_Line_1,Address_Line_2,Address_Line_3,Town_City,State,Postcode,Country,Charity_Website,Registration_Date,Date_Organisation_Established,Charity_Size,Number_of_Responsible_Persons,Financial_Year_End,Operates_in_ACT,Operates_in_NSW,Operates_in_NT,Operates_in_QLD,Operates_in_SA,Operates_in_TAS,Operates_in_VIC,Operates_in_WA,Operating_Countries,PBI,HPC,Preventing_or_relieving_suffering_of_animals,Advancing_Culture,Advancing_Education,Advancing_Health,Promote_or_oppose_a_change_to_law__government_poll_or_prac,Advancing_natual_environment,Promoting_or_protecting_human_rights,Purposes_beneficial_to_ther_general_public_and_other_analogous,Promoting_reconciliation__mutual_respect_and_tolerance,Advancing_Religion,Advancing_social_or_public_welfare,Advancing_security_or_safety_of_Australia_or_Australian_public,Aboriginal_or_TSI,Adults,Aged_Persons,Children,Communities_Overseas,Early_Childhood,Ethnic_Groups,Families,Females,Financially_Disadvantaged,Gay_Lesbian_Bisexual,General_Community_in_Australia,Males,Migrants_Refugees_or_Asylum_Seekers,Other_Beneficiaries,Other_Charities,People_at_risk_of_homelessness,People_with_Chronic_Illness,People_with_Disabilities,Pre_Post_Release_Offenders,Rural_Regional_Remote_Communities,Unemployed_Person,Veterans_or_their_families,Victims_of_crime,Victims_of_Disasters,Youth
283,11456974518,The Synod Of The Diocese Of The Murray Of The Anglican Church Of Australia Inc,,Business,Po Box 394,,,Murray Bridge,South Australia,5253,Australia,www.murray.anglican.org,3/12/2012,1/01/1970,Medium,17,31-Dec,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
284,11460996012,Bendigo Diocesan Trusts Corporation,Parish of Mooroopna,Business,PO Box 2,,,Bendigo,VIC,3552,,www.bendigoanglican.org.au,3/12/2012,,Small,2,31-Dec,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
285,11461295878,Palmdale Trust,,Business,123 Pitt Street,,,Sydney,NSW,2034,AUSTRALIA,,3/12/2012,1/01/1927,Small,6,30-Jun,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,
286,11465017203,Hornsby Girls High School P&C Association,,Business,Hornsby Girls High School,,,Hornsby,New South Wales,2077,Australia,hornsbygir-h.schools.nsw.gov.au,3/12/2012,1/01/1988,Small,3,31-Oct,,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y
287,11465208681,Keeping Charlotte's Promise Wildlife Shelter Incorporated,,Business,125 Mckays Rd,,,Langwarrin,Victoria,3910,Australia,https://www.kcpwildlifeshelter.org.au,31/05/2018,31/05/2018,Small,7,30-Jun,,,,,,,Y,,,,,Y,,,,,,,,,,,,,Y,,,,,,,Y,,,Y,Y,,,,,Y,Y,,,,,,,Y
288,11469675621,The Trustee For L J Spriggs Memorial Award,,Business,GPO Box 1338,,,Adelaide,SA,5001,,,3/12/2012,1/01/1971,Small,4,30-Jun,,,,,Y,,,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y
289,11470885302,The Trustee For Eureka Benevolent Foundation,,Business,,,,,,,,www.ebf.org.au,,1/01/2007,Medium,7,30-Jun,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,
290,11471023261,The Korean Buddhist Kwan Um Sa Incorporated,,Business,50 Highclere Ave,,,Punchbowl,New South Wales,2196,Australia,,3/12/2012,1/01/1989,Small,5,31-Dec,,Y,,,,,,,,,,,,,,,,,,,Y,,,,Y,Y,,,,,Y,,,,,,,,,,,,,,,,,,
291,11472476854,Springwood Rsl Sub Branch The Returned And Services League Of Australia New South Wales Branch,,Business,Po Box 221,,,Springwood,New South Wales,2777,Australia,,3/12/2012,1/01/1933,Small,7,31-Dec,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,
292,11473481983,Permaculture Sydney South Incorporated,,Business,42 Ada St,,,Oatley,New South Wales,2223,Australia,www.permaculturesydneysouth.org.au,3/12/2012,1/01/2008,Small,2,30-Jun,,Y,,,,,,,,,,,,,,,Y,,,,,,,,Y,,,,,,,Y,,,,Y,,,,,,,,,,,,,
293,11475829536,The Philanthrope Foundation,,Business,15 Bellavista Rd,,,Glen Iris,Victoria,3146,Australia,,29/11/2021,29/11/2021,Small,4,30-Jun,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,11477115050,Epilepsy Assoc ACT Inc,,Business,U 1 27 Mulley St,,,Holder,Australian Capital Territory,2611,Australia,www.epilepsyact.org.au,3/12/2012,1/01/1982,Small,10,30-Jun,Y,Y,,,,,,,,Y,,,,,,,,,,,,,,Y,Y,Y,Y,,Y,Y,Y,,,Y,Y,,Y,,,,,,,Y,,,,,Y
295,11477560139,The Every Life Matters (ELM) Network,,Business,30 Templeton St,,,Castlemaine,Victoria,3450,Australia,https://www.cch.org.au/elm/,4/12/2018,16/11/2016,Small,5,30-Jun,,,,,,,Y,,,,Y,,,,Y,,,,,,,,,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
296,11478617475,St Finbar's Catholic Church Brighton East,,Business,86 Centre Road,,,East Brighton,VIC,3187,,http://pol.org.au/brightoneast,3/12/2012,1/01/1944,Medium,6,31-Dec,,,,,,,Y,,,,,,,,,,,,,,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
297,11479200346,The Corporation Of The Diocesan Synod Of North Queensland,"St James Cathedral Anglican Ministry Unit Townsville, St John Anglican Ministry Unit South Townsville, St Margarets Anglican Ministry Unit Magnetic Island",Business,PO Box 1244,,,Townsville,Qld,4810,,,3/12/2012,31/12/1876,Small,13,31-Dec,,,,Y,,,,,,,,,,,,,,,,,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
298,11481404296,HERMANNSBURG POTTERS ABORIGINAL CORPORATION,,Business,Lot 171 Hermannsburg Pottery Studio,Kaltjarrinja Street,,Hermannsburg,NT ,872,AUSTRALIA,WWW.HERMANNSBURGPOTTERS.COM.AU,7/01/2017,7/04/1992,,7,30-Jun,,,Y,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
299,11483474386,Farm Road Pre School Inc,,Business,Farm Road Pre School,,,Cheltenham,Victoria,3192,Australia,www.farmroadpreschool.com.au,3/12/2012,1/01/1972,Small,4,30-Sep,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,Y,,Y,,,,Y,,,,,,,,,,,,,,
300,11486239980,Dunera Association Inc,,Business,U 7 7 Mugglestone Pl,,,Bruce,Australian Capital Territory,2617,Australia,www.duneraassociation.com,15/12/2014,9/06/1989,Small,4,30-Jun,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,Y,,,Y,Y,,,,,,,,,,,,,Y
301,11491151011,Catholic Parish Of Holy Cross Helensburgh,,Business,4 Macmillan Street,,,Helensburgh,NSW,2508,,www.helensburghcatholic.org.au,3/12/2012,1/01/1911,Medium,6,31-Dec,,Y,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
302,11495524157,Hardware Foundation,,Business,U 2 13 Monash Ave,,,Balwyn,Victoria,3103,Australia,hardwarefoundation.org.au,1/12/2018,19/09/2018,Small,4,30-Jun,,,,,,,Y,,,Y,,,,Y,,,,,,,,Y,,,Y,,Y,,,,Y,Y,Y,,,Y,,,,Y,,Y,,,Y,,,,Y
303,11496263892,The Wahroonga Foundation,,Business,11b Merelynne Ave,,,West Pennant Hills,New South Wales,2125,Australia,,21/10/2020,21/10/2020,Small,4,30-Jun,Y,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,Y,Y,Y,,,,,,,Y
304,11496421524,Willows Presbyterian Church,,Business,PO Box 1351,,,Milton,QLD,4064,,WWW.PCQ.ORG.AU,3/12/2012,1/01/1993,Medium,4,31-Dec,,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,Y,,,Y,Y,,,,,,,,,,,,,
305,11499648774,Australian National University Pre School & Child Care Centre,Univeristy Preschool and Child Care Centre,Business,75 Lennox Crsg,,,Acton,Australian Capital Territory,2601,Australia,www.upccc.com.au,3/12/2012,1/01/1972,Large,15,31-Dec,Y,,,,,,,,,,,,,Y,,,,,,,,Y,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,
306,11504332761,St Brendans Catholic Primary School Lake Munmorah,,Business,PO BOX 967,,,Pennant Hills,NSW,1715,,www.sbccdbb.catholic.edu.au,3/12/2012,1/01/1986,Large,5,31-Dec,,Y,,,,,,,,,,,,Y,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,
307,11506781170,Alstonville High School P&C Assn,,Business,19 Cawley Cl,,,Alstonville,New South Wales,2477,Australia,,3/12/2012,1/01/1999,Small,3,31-Dec,,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y
308,11507709511,Northern District Community Health,,Business,24 Fitzroy Street,,,Kerang,VIC,3579,Australia,http://www.ndch.org.au,3/12/2012,1/01/1989,Large,9,30-Jun,,,,,,,Y,,,,Y,,Y,,Y,,,,,Y,,Y,,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,,Y,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
309,11510241911,The Bearded Fishermen Blokes Group Incorporated,,Business,61a Meroo St,,,Bomaderry,New South Wales,2541,Australia,,9/11/2022,14/09/2022,,9,30-Jun,,Y,,,,,,,,,,,,,,,,,,,,Y,,Y,Y,,,,,,,,Y,Y,,Y,,,,,,,,,Y,,,,Y
310,11512629602,Broadford Presbyterian Church,,Business,51-53 High St,,,Broadford,VIC,3658,Australia,https://www.broadfordpc.org.au,3/12/2012,1/01/1999,Small,6,30-Jun,,,,,,,Y,,,,,,,,,,,,,,Y,,,,Y,Y,Y,,Y,,Y,Y,,,,Y,,,,,,,,,,,,,Y
311,11513202510,The Corporation Of The Synod Of The Diocese Of Brisbane,ANGLICAN PARISH OF CALOUNDRA,Business,373 Ann St,,,Brisbane City,QLD,4000,,,3/12/2012,31/12/1894,Medium,23,31-Dec,,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
312,11513224860,The Trustee for Rock of Ages Christian Church,,Business,,,,,,,Australia,www.rockofages.org.au,3/12/2012,,Small,9,30-Jun,,,,,,,,Y,,,,,,,,,,,,,Y,,,,Y,Y,Y,,Y,,,Y,,,,Y,,,,,,,,Y,,,,,
313,11513266942,CENTENNIAL COMMUNITY INITIATIVE INCORPORATED,,Business,L 1 208 Clarence St,,,Sydney,New South Wales,2000,Australia,,11/04/2019,11/03/2019,Small,6,30-Jun,,Y,,,,,,,,,,,,Y,,,,,,,,Y,,Y,Y,Y,Y,,Y,Y,Y,Y,Y,,Y,Y,Y,,,Y,,Y,,Y,,,,,Y
314,11513626906,The Trustee For The Frances Elizabeth Thomson Trust,,Business,123 Pitt Street,,,Sydney,NSW,2034,AUSTRALIA,,3/12/2012,1/01/2006,Small,6,30-Jun,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
315,11514282731,Community Lifestyle Support Ltd,,Business,,,,,,,,www.cls.org.au,3/12/2012,1/01/1991,Large,8,30-Jun,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,
316,11515367995,Nimbin Aquarius Foundation Incorporated,,Business,81 Cullen St,,,Nimbin,New South Wales,2480,Australia,https://www.facebook.com/groups/1620882634661216/,3/12/2012,1/01/1993,Small,9,30-Jun,,Y,,,,,,,,,,,Y,,,,,,Y,Y,,,,Y,Y,Y,Y,Y,,,Y,,,,Y,,,,,,,,,,,,,,Y
317,11518339303,Australia Vietnam Friendship Society Inc,,Business,Se 1222 1 Queens Rd,,,Melbourne,Victoria,3004,Australia,www.avfs.org.au,28/01/2016,9/07/2010,Small,9,30-Jun,,,,,Y,,,,VNM,,,,,,,,,,,,,,,,,,,Y,,,Y,,Y,,,,,,,,,,,,,,,,
318,11522518811,Mandurah Lotteries House Inc,,Business,7 Anzac Pl,,,Mandurah,Western Australia,6210,Australia,,3/12/2012,1/01/1995,Small,9,31-Mar,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,
319,11522782671,Ipswich Region Community Church,Cityhope Church,Business,7 Rex Hills Dr,,,Ripley,Queensland,4306,Australia,www.cityhope.com.au,3/12/2012,1/01/1999,Large,9,31-Dec,,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,
320,11524596871,THE TRUSTEE FOR COOPERSMITH FAMILY FOUNDATION,,Business,,,,,,,,,,1/01/2011,Small,6,30-Jun,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,11526445815,Camberwell Baptist Church Kindergarten,,Business,1a Wills St,,,Hawthorn East,Victoria,3123,Australia,,1/07/2013,1/02/1947,Medium,7,31-Dec,,,,,,,Y,,,,,,,Y,,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,
322,11527622696,Regional Development Australia - Riverina,,Business,"Building 474, Charles Sturt University,",Bangala Way,,Wagga Wagga,NSW,2650,Australia,www.rdariverina.org.au,3/12/2012,26/06/2009,Medium,10,30-Jun,,Y,,,,,,,,,,,,,,,,,Y,,,,,Y,Y,,,,,Y,,,,,Y,,Y,,,,,,,Y,Y,,,,Y
323,11527784059,Blinky Bill Early Learning Portland INC,,Business,Blinky Bill Child Care,,,Portland,New South Wales,2847,Australia,blinkybillearlylearning.com.au,3/12/2012,1/01/1992,Medium,6,30-Jun,,Y,,,,,,,,,,,,Y,,,,,,,,,,Y,,,,,Y,,Y,,Y,,,,,,,,,,,,,,,,
324,11538175792,Uca - Hutchinson Close,,Business,74 Melville Rd,,,Brunswick West,Victoria,3055,Australia,,3/12/2012,1/01/1977,Small,3,31-Dec,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,11538514248,Iglesia De La Profecia Nueva Rosa De Saron Inc,,Business,6 Henderson Street,,,Sunshine North,VIC,3020,Australia,,3/12/2012,1/01/1985,Small,5,30-Jun,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
326,11538697891,The Mill Incorporated,,Business,154 Angas St,,,Adelaide,South Australia,5000,Australia,www.themilladelaide.com,25/05/2021,26/11/2013,Medium,12,31-Dec,,Y,,Y,Y,,Y,,,,,,Y,,,,,,,,,,,Y,Y,Y,Y,,,Y,,Y,Y,Y,Y,Y,Y,,,,Y,Y,,Y,Y,,,,Y
327,11538849269,Deception Bay Meals On Wheels Inc,,Business,Cnr Ewart St & Bayview Tce,,,Deception Bay,QLD,4508,Australia,,3/12/2012,1/01/1969,Small,3,30-Jun,,,,Y,,,,,,Y,,,,,Y,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,Y,Y,,,,,,,
328,11539434581,One Mob Fellowship Wesleyan Methodist Church,,Business,104 Munns Drive,,,Woorabinda,QLD,4714,Australia,,3/12/2012,,Small,5,30-Jun,,,,Y,,,,,,,,,,,,,,,,,Y,,,Y,,,Y,,,,Y,,,,,,,,,,,,,,,,,,
329,11541215706,Our Lady Of The Rosary Catholic Church St Marys,,Business,26 Swanston Street,,,St Marys,NSW,2760,AUSTRALIA,,3/12/2012,1/01/1946,Small,6,30-Jun,,Y,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
330,11543473360,PARAMI DHAMMA CENTRE INCORPORATED,,Business,18 Hilwa St,,,Villawood,New South Wales,2163,Australia,https://www.facebook.com/watch/paramidhammacentre.sydney/,30/08/2021,13/09/2018,Small,5,30-Jun,,Y,,,,,,,,,,,,,,,,,,,Y,,,,Y,Y,Y,,Y,,Y,,,,,,,,,,,,,,,,,,Y
331,11546046875,Ariah Park Showground Trust,,Business,2 Maxwell St,,,Ariah Park,New South Wales,2665,Australia,,3/12/2012,,Small,6,30-Jun,,Y,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,,,Y,Y,,,Y,Y,,,,,,,,Y,,,,,Y
332,11548623739,New Norfolk Congregation of Jehovah's Witnesses,,Business,17 Goldsmith Street,,,Lawitta,TAS,7140,Australia,,3/12/2012,,Small,4,31-Aug,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
333,11550984808,"""Lucky Stars Australia"" Transplant Cricket Inc.",,Business,,,,,,,,,1/07/2018,17/10/2014,Small,5,30-Jun,,,,Y,,,Y,,,,Y,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
334,11552612368,International Full Gospel Fellowship Gereja Injil Seutuh International Victoria Inc,,Business,16-18 Cromwell St,,,Collingwood,Victoria,3066,Australia,https://ifgfmelbourne.company.site,3/12/2012,1/07/2009,Small,4,30-Jun,,,,,,,Y,,,,,,,,,,,,,,Y,,,,Y,,Y,,Y,,Y,Y,,,Y,Y,,,,,,,,,,,,,Y
335,11552937411,THE TRUSTEE FOR THE SILBERSCHER FAMILY FOUNDATION,,Business,Ground Floor,40 River Boulevard,,Richmond,VIC,3121,Australia,,1/01/2014,1/01/2007,Small,4,30-Jun,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,Y,Y,Y,Y,,,,Y,,,,,Y,,,,,,,,Y
336,11553592765,Activ Foundation Inc,,Business,327 Cambridge Street,,,Wembley,WA,6014,Australia,http://www.activ.asn.au,3/12/2012,1/01/1951,Large,13,30-Jun,,,,,,,,Y,,Y,,,,,,,,,,,,Y,,,Y,Y,,,,,Y,,,,,,,,,,,Y,,,,,,,Y
337,11554751811,The Trustee For The Helpful Foundation,,Business,12 Bishop St,,,Kelvin Grove,Queensland,4059,Australia,,3/12/2012,1/01/2006,Medium,7,30-Jun,,,,Y,,,,,,,,,,,,,,,Y,,,,,,Y,Y,,,,,Y,Y,,,,,,,,Y,Y,,,,,,Y,,
338,11557605603,Uniting Church In Australia Burnie Parish,,Business,Corner Mount Street and View Road,,,Burnie,TAS,7320,Australia,,3/12/2012,1/01/1977,Small,3,31-Dec,,,,,,Y,,,,,,,,,,,,,,,Y,,,,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,,,,Y,,Y,,,,,,,Y
339,11557869150,North West Multiple Birth Club Inc,,Business,,,,,,,Australia,http://www.nwmbc.org.au,1/07/2018,1/07/1974,Small,5,31-Dec,,,,,,,Y,,,,,,,Y,Y,,,,,,,,,,Y,,,,,,Y,Y,,,,,,,,,,,,,,,,,
340,11558112765,Yanchep community men's shed Inc,,Business,36 Lady Lindsay Cove,,,Yanchep,Western Australia,6035,Australia,www.ycms.org,19/04/2017,16/09/2016,Small,8,30-Jun,,,,,,,,Y,,,,,,,Y,,,,Y,,,,,,Y,Y,,,,,Y,Y,Y,,,Y,,,,,,Y,,,Y,Y,,,
341,11560831935,Esperance Enterprises,,Business,262 Lucas Rd,,,Rosa Glen,Western Australia,6285,Australia,http://www.esperanceenterprises.com,22/05/2015,17/02/2005,Small,3,30-Jun,,,,,,,,Y,,,,,,,,,,,,,,Y,,,Y,,,,,,,,Y,,,,,,,Y,,,,,,,,,
342,11563715017,KYDS Youth Development Service Incorporated,,Business,Rear 1 265-271 Pacific Hwy,,,Lindfield,New South Wales,2070,Australia,www.kyds.org.au,3/12/2012,1/01/2003,Medium,12,30-Jun,,Y,,,,,,,,Y,,,,,Y,,,,Y,,,Y,,Y,,,Y,,,Y,Y,,Y,,,,,,,Y,,Y,,,,,,,Y
343,11565495500,Older Men Unlimited Hervey Bay Inc,,Business,Shop 6 152 Boat Harbour Dr,,,Pialba,Queensland,4655,Australia,www.omu.org.au,3/12/2012,1/01/2005,Small,4,30-Jun,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,11565916796,CLOUD PILLAR MISSION CENTRE INCORPORATED,,Business,8 Woodstock Rd,,,Carlingford,New South Wales,2118,Australia,,1/09/2020,18/06/2020,,7,30-Jun,,Y,,,,,,,,,,,,,,,,,,,Y,,,,Y,Y,Y,,Y,Y,Y,Y,Y,,Y,Y,Y,,,Y,,Y,,,,,,,Y
345,11566155865,Mid North Coast Indigenous Broadcasters Association (Aboriginal Corporation),,Business,62 Albert Street,,,TAREE,NSW,2430,,,3/12/2012,2/08/1999,,12,30-Jun,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,
346,11566496319,Australian National Capital Artists Inc,,Business,1 Rosevear Pl,,,Dickson,Australian Capital Territory,2602,Australia,https://www.anca.net.au/,3/12/2012,1/01/1989,Small,9,31-Dec,Y,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,,,Y,,Y,,,,Y,,,,,,,,,,,,,
347,11568363580,The Lutheran Laypeople's League School Building Fund,,Business,,,,,,,,,1/10/2016,17/09/1964,Small,13,30-Jun,,,,,Y,,,,,,,,,Y,,,,,,,,,,,Y,Y,Y,,Y,,Y,,,,,,,,,,,,,,,,,,Y
348,11569401714,Igreja Evangelica Assembleia De Deus Ministerio Do Belem Inc,,Business,11a Liberty St,,,Belmore,New South Wales,2192,Australia,,3/12/2012,1/01/2009,Small,4,30-Jun,,Y,,,,,,,,,,,,,,,,,,,Y,,,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
349,11570559592,Holy Spirit Parents And Friends Asssociation,,Business,2 Cawley St,,,Bellambi,New South Wales,2518,Australia,hscdow.catholic.edu.au,3/12/2012,1/01/1982,Medium,2,31-Dec,,Y,,,,,,,,,,,,Y,,,,,,,Y,,,Y,,,Y,,,,Y,,Y,,,,Y,,,,,Y,,,,,,,Y
350,11572452131,Ha'Tzofim Australia Inc,,Business,140-146 Darlinghurst Rd,,,Darlinghurst,New South Wales,2010,Australia,hatzofim.org.au,26/09/2019,22/04/2016,Small,8,30-Jun,,Y,Y,Y,Y,Y,Y,Y,,,,,,Y,,,,,,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y
351,11575245798,FIAM Inc Care Arm Trust,,Business,,,,,,,Australia,,27/07/2017,1/04/2017,Small,8,31-Dec,,Y,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
352,11575267069,Telopea Korean Congregation of Jehovah's Witnesses,,Business,41 Evans Rd,,,Telopea,New South Wales,2117,Australia,,3/12/2012,,Small,5,31-Aug,,Y,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
353,11585217838,Beaudesert Congregation of Jehovah's Witnesses,,Business,55b Eaglesfield St,,,Beaudesert,Queensland,4285,Australia,,3/12/2012,,Small,3,31-Aug,,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
354,11586072130,Holy Eucharist and St Mary's Malvern East,,Business,91 Manning Road,,,Malvern East,VIC,3145,Australia,www.cam.org.au/malverneast,1/01/2018,24/10/2016,Medium,2,31-Dec,,,,,,,Y,,,,,,,,,,,,,,Y,,,,Y,Y,Y,,Y,,Y,,,,,,,,,,,,,,,,,,Y
355,11588685805,GOSPEL BAPTIST CHURCH AUSTRALIA,,Business,559-561 Whitehorse Rd,,,Mitcham,Victoria,3132,Australia,,13/02/2022,5/12/2018,Small,7,30-Jun,,,,,,,,,IND,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,Y,,,,,,,,,
356,11588982120,Swan Foreshore Protection Association Incorporated,,Business,3 Dee Rd,,,Applecross,Western Australia,6153,Australia,,4/12/2017,30/11/2017,Small,5,30-Jun,,,,,,,,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
357,11593129918,Kyogle Congregation of Jehovah's Witnesses,,Business,8 Ettrick Rd,,,Horse Station Creek,New South Wales,2474,Australia,,3/12/2012,,Small,3,31-Aug,,Y,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
358,11593458271,The Trustee For Marcus De Vedas Estate,,Business,44 Pirie Street,,,Adelaide,SA,5000,AUSTRALIA,,3/12/2012,1/01/1965,Small,8,30-Jun,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,
359,11593743828,Charity And Volunteering Vietnam Brisbane Association,,Business,38 Falkland St W,,,Heathwood,Queensland,4110,Australia,,3/12/2012,1/01/2010,Small,6,30-Jun,,,,Y,,,,,,,,,,,,,,,,,,Y,,,Y,Y,,,,Y,Y,,,,,,,,,Y,,,,,,,,,Y
360,11593810448,The Peggy Motherstone Charitable Trust,,Business,,,,,,,,,28/10/2021,28/10/2021,Small,5,30-Jun,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,
361,11595120337,Abundant Life Church Incorporated,"ALC Market & Op-Shop, Door of Hope Community Welfare, Loaves & Fishes Food store, This charity has a sub-entity ABN 29146062217.; ",Business,Unit 1/47  Lawson Crs,,,Coffs Harbour,NSW,2450,AUSTRALIA,,3/12/2012,1/01/2003,Small,5,31-Dec,,Y,,,,,,,"MYS, VNM",,,,,,,,,,,,Y,,,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,Y,Y,,,Y,Y,Y,Y,Y
362,11595639789,STOCKTON PUBLIC SCHOOL P&C,,Business,Stockton Public School,,,Stockton,New South Wales,2295,Australia,,1/01/2015,2/04/2009,Small,4,31-Dec,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,11596870407,X-Border Ministry Incorporated,,Business,16 Crestreef Dr,,,Acacia Gardens,New South Wales,2763,Australia,x-border.com.au,31/07/2018,23/07/2018,Small,6,30-Jun,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,Y,,Y,,Y,Y,,,,,,,,Y,,,,,Y,,,,,Y
364,11600392443,Pakana Services Ltd,,Business,313 Macquarie St,,,Hobart,Tasmania,7000,Australia,www.pakanaservices.com.au,27/06/2014,27/06/2014,Medium,7,30-Jun,,,,,,Y,,,,Y,,,,Y,,,,,,,,Y,,Y,Y,,,,,,,,,,,,,,,,,,,,Y,,,,Y
365,11602416697,WA Primary Health Alliance Limited,WAPHA,Business,"Level 2, 1 Hood St",,,Subiaco,Western Australia,6008,Australia,www.wapha.org.au,1/04/2015,20/10/2014,Large,10,30-Jun,,,,,,,,Y,,,Y,,,,Y,,,,,,,,,Y,Y,Y,,,,Y,Y,Y,Y,,,Y,,,,Y,Y,Y,,Y,Y,,,,Y
366,11603027006,The Redeemed Christian Church Of God (The King Is Coming) Incorporated,,Business,U 1 3 Buckle Cres,,,West Wollongong,New South Wales,2500,Australia,www.rccgaustraliaprovincetwo.org.au,25/09/2020,23/09/2020,Small,3,30-Jun,,Y,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,Y,Y,Y,,,,Y,,,,,,,,,,,,,
