ID,ABN,Charity_Legal_Name,Other_Organisation_Names,Address_Type,Address_Line_1,Address_Line_2,Address_Line_3,Town_City,State,Postcode,Country,Charity_Website,Registration_Date,Date_Organisation_Established,Charity_Size,Number_of_Responsible_Persons,Financial_Year_End,Operates_in_ACT,Operates_in_NSW,Operates_in_NT,Operates_in_QLD,Operates_in_SA,Operates_in_TAS,Operates_in_VIC,Operates_in_WA,Operating_Countries,PBI,HPC,Preventing_or_relieving_suffering_of_animals,Advancing_Culture,Advancing_Education,Advancing_Health,Promote_or_oppose_a_change_to_law__government_poll_or_prac,Advancing_natual_environment,Promoting_or_protecting_human_rights,Purposes_beneficial_to_ther_general_public_and_other_analogous,Promoting_reconciliation__mutual_respect_and_tolerance,Advancing_Religion,Advancing_social_or_public_welfare,Advancing_security_or_safety_of_Australia_or_Australian_public,Aboriginal_or_TSI,Adults,Aged_Persons,Children,Communities_Overseas,Early_Childhood,Ethnic_Groups,Families,Females,Financially_Disadvantaged,Gay_Lesbian_Bisexual,General_Community_in_Australia,Males,Migrants_Refugees_or_Asylum_Seekers,Other_Beneficiaries,Other_Charities,People_at_risk_of_homelessness,People_with_Chronic_Illness,People_with_Disabilities,Pre_Post_Release_Offenders,Rural_Regional_Remote_Communities,Unemployed_Person,Veterans_or_their_families,Victims_of_crime,Victims_of_Disasters,Youth
1,11000047950,Sydney Missionary & Bible College,,Business,43 Badminton Rd,,,Croydon,New South Wales,2132,Australia,www.smbc.edu.au,3/12/2012,,Large,10,31-Dec,,Y,,,,,,,,,,,,Y,,,,,,,Y,,,,Y,,,Y,,Y,,,,,Y,,,,,,,,,Y,,,,,
2,11000073870,Integricare,,Business,"Suite 8, Level 1,",1-17 Elsie Street,,Burwood,New South Wales,2134,Australia,www.integricare.org.au,3/12/2012,31/12/1881,Large,7,30-Jun,,Y,,,,,,,,,,,,,,,,,Y,,,Y,,Y,,,,,Y,Y,Y,Y,,,,Y,,,,,,,,,,,,,
3,11000761571,AUSTRALIANS IN MISSION TOGETHER,,Business,35 Miriam St,,,Holland Park West,Queensland,4121,Australia,amtglobal.com.au,3/12/2012,1/01/1910,Large,10,31-Dec,,,,,,,,,"BRA, COG, COL, ESP, FJI, FRA, HKG, IND, ITA, MEX, NLD, PNG, PRT, TCD, THA, TLS, UGA, USA, ZAF, ZMB",,,,,,,,,,,,Y,,,,,,,Y,,Y,Y,,Y,,,,,,,Y,,,,Y,Y,,,Y,
4,11001209490,THE KILLARNEY SCHOOL LTD,,Business,71 Belmont Rd,,,Mosman,New South Wales,2088,Australia,https://www.killarneyschoolmosman.com,26/10/2021,11/04/2000,Medium,8,31-Dec,,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,
5,11001233790,"The Greek Orthodox Church & Community Of The ""Holy Apostles"" City Of Newcastle & District Limited",,Business,11 Steel Street,,,HAMILTON,NSW,2303,Australia,,3/12/2012,,Small,4,30-Jun,,Y,,,,,,,,,,,,,,,,,,,Y,,,Y,Y,Y,,,,Y,Y,Y,Y,,Y,Y,Y,,Y,Y,Y,Y,,Y,,Y,,Y,Y
6,11001241005,Wangarang Industries Limited,,Business,1635 Forest Rd,,,Orange,New South Wales,2800,Australia,https://www.wangarang.com.au,3/12/2012,1/01/1975,Large,10,30-Jun,,Y,,,,,,,,Y,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,Y,,,,,,,Y
7,11001350867,Subud Australia,,Business,,,,,,,Australia,https://www.subud.org.au/,3/12/2012,1/01/1986,Small,4,30-Sep,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,
8,11001794396,Bethel Christian School Limited,,Business,106-114 Mount Druitt Road,,,Mount Druitt,NSW,2770,Australia,www.bethel.nsw.edu.au,3/12/2012,1/01/1979,Large,10,31-Dec,,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,Y
9,11001832828,PACIFIC GROUP OF CHRISTIAN SCHOOLS LIMITED,"Pacific Hills, Pacific Hills Christian School",Business,Pacific Hills School,,,Dural,New South Wales,2158,Australia,www.pacifichills.net,3/12/2012,1/01/1979,Large,9,31-Dec,,Y,,,,,,,,,,,,Y,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,
10,11002058127,Burrum Benevolent Society Inc,,Business,5-7 Prosper St,,,Howard,Queensland,4659,Australia,,3/12/2012,1/01/1991,Small,4,31-Dec,,,,Y,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,Y,,Y,Y,Y,,,Y,,,Y,,,,,,,,Y,,Y
11,11002389746,St Peters Pre-School Ltd,,Business,St Peters Pre School,,,Armidale,New South Wales,2350,Australia,www.stpeterspreschool.org.au,3/12/2012,1/01/1952,Medium,9,31-Dec,,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,
12,11002595422,Chrysalis School For Rudolf Steiner Education Ltd,,Business,703 Darkwood Rd,,,Darkwood,New South Wales,2454,Australia,www.chrysalis.nsw.edu.au,3/12/2012,1/01/1983,Large,10,31-Dec,,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,
13,11003362481,Lasercraft Australia Ltd,,Business,3 Jusfrute Dr,,,West Gosford,New South Wales,2250,Australia,www.lasercraft.com.au,3/12/2012,1/01/1988,Medium,10,30-Jun,,Y,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,
14,11003429338,ISCAST LTD,,Business,PO Box 40,,,Forest Hill,Victoria,3131,Australia,http://iscast.org,3/12/2012,29/12/1987,Small,9,31-Dec,,,,,,,Y,,,,,,,Y,,,,,Y,,Y,,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,Y
15,11004285956,Australian Nurses Memorial Centre,,Business,G Se 11 431 St Kilda Rd,,,Melbourne,Victoria,3004,Australia,https://australiannursesmemorialcentre.org.au/,3/12/2012,1/01/1950,Small,14,30-Jun,,,,,,,,,,,,,,Y,,,,,,,,,,Y,Y,,,,,,,Y,,,,Y,,,,,,,,,,Y,,,
16,11004857827,Austin Medical Research Foundation,,Business,Austin & Repat Medical Centre,,,Heidelberg,Victoria,3084,Australia,http://www.austinmrf.org.au,3/12/2012,1/01/1970,Medium,9,30-Jun,,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
17,11005151771,Braemar College Limited,,Business,1499 MOUNT MACEDON ROAD,,,WOODEND,VIC,3442,Australia,www.braemar.vic.edu.au,3/12/2012,1/01/1976,Large,10,31-Dec,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y
18,11005353218,Buddha Sasana Association Of Australia Incorporated,Blue Mountains Insight Meditation Centre,Business,25 Rutland Rd,,,Medlow Bath,,2780,Australia,bmimc.org.au/,3/12/2012,1/01/1986,Small,7,30-Jun,,Y,,,,,,,,,,,,Y,,,,,,,Y,,,,Y,Y,,,,,,,,,Y,,,,,,,,,,,,,,
19,11005583960,Odyssey House Victoria,,Business,660 Bridge Rd,,,Richmond,Victoria,3121,Australia,www.odyssey.org.au/,3/12/2012,1/01/1979,Large,13,30-Jun,,,,,,,Y,,,Y,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,
20,11005898251,The Dla Foundation Pty Ltd,,Business,,,,,,,,,3/12/2012,1/01/1981,Small,4,30-Jun,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,
21,11005906054,St George Family Support Services Inc.,,Business,42 Jubilee Ave,,,Carlton,New South Wales,2218,Australia,www.sgfss.org.au,3/12/2012,1/01/1987,Medium,1,30-Jun,,Y,,,,,,,,Y,,,,,,,,,,,,Y,,,Y,,Y,,Y,Y,Y,Y,Y,,,Y,,,,Y,Y,Y,,,Y,,,,Y
22,11007434362,Alphington Grammar School,,Business,18 Old Heidelberg Road,,,ALPHINGTON,VIC,3078,Australia,www.alphington.vic.edu.au,3/03/2014,25/06/1990,Large,15,31-Dec,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,Y,,Y,Y,Y,Y,,,,Y,,,,,,,,,,,,,Y
23,11008484197,Australian Institute Of Company Directors,,Business,18-32 Jamison St,,,Sydney,New South Wales,2000,Australia,www.companydirectors.com.au/,3/12/2012,1/01/1990,Large,16,30-Jun,,,,,,,,,"ARE, FJI, HKG, SGP",,,,,Y,,,,,,,,,,Y,Y,Y,,Y,,,,Y,,,Y,Y,,,,,,,,,,,,,
24,11010805927,Victorian Brumby Association Inc,,Business,1861 Raglan-elmhurst Rd,,,Glenlogie,Victoria,3469,Australia,www.victorianbrumbyassociation.org,3/12/2012,1/01/2007,Small,4,30-Jun,,,,,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,11010856725,Sydney Sri Ayyappa Swami Centre Incorporated,,Business,1 Perry St,,,Wentworthville,,2145,Australia,sydneysriayyappa.com,3/12/2012,1/01/1999,Small,8,30-Jun,,Y,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,,
26,11014757615,Hannans Primary School Parents & Citizens Association Inc,,Business,2 Nankiville Rd,,,Hannans,Western Australia,6430,Australia,https://www.facebook.com/groups/235947817697860,3/12/2012,1/09/2001,Small,8,31-Dec,,,,,,,,Y,,,,,,Y,,,,,,,,,,Y,,,Y,,Y,Y,Y,Y,Y,,,Y,,,,,,Y,,Y,Y,,,,
27,11019639609,Denzil Don Kindergarten Inc,,Business,256 Union St,,,Brunswick West,Victoria,3055,Australia,,3/12/2012,1/01/1950,Medium,4,30-Sep,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,
28,11021947936,Yagoona Baptist Church,,Business,18 The Crescent,,,Yagoona,New South Wales,2199,Australia,,3/12/2012,1/01/1938,Small,1,30-Jun,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,11022882563,Irvinebank School Of Arts And Progress Association Inc,,Business,16 O'callaghan St,,,Irvinebank,Queensland,4887,Australia,https://irvinebank.org,3/12/2012,31/12/1883,Small,1,31-Dec,,,,Y,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,,
30,11031563484,The Trustee For The Balmain Parish St Johns - Acpt (1023),,Business,"Level 2, St Andrew's House",Sydney Square,,Sydney,NSW,2000,,,3/12/2012,1/01/2000,Small,15,31-Dec,,Y,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
31,11036231838,The Trustee For The Foundation For Imaging Research,,Business,"Level 36, Tower 2, Collins Square, 727 Collins Street",,,Docklands,VIC,3008,Australia,,3/12/2012,1/01/2006,Medium,6,30-Jun,,,,,,,Y,,,,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,11036390091,The Bunker Cartoon Gallery Inc,,Business,1 John Champion Way,,,Coffs Harbour,New South Wales,2450,Australia,www.nationalcartoongallery.com.au,3/12/2012,,Small,5,30-Jun,,Y,,,,,,,,,,,Y,,,,,,,,,,,Y,Y,Y,Y,,,Y,Y,Y,,,Y,Y,,,,,,Y,,Y,Y,Y,,,Y
33,11037728335,Mitchell House Inc,,Business,127 Vary St,,,Morwell,Victoria,3840,Australia,,3/12/2012,1/01/1972,Large,9,30-Jun,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,Y,,,,,Y,Y,,,Y,Y,,,,,Y,Y,,Y,,Y,,,
34,11038579170,Medi Aid Centre Foundation Ltd,,Business,217-223 Vimiera Rd,,,Marsfield,New South Wales,2122,Australia,www.mediaid.org.au,3/12/2012,1/01/1973,Large,11,30-Jun,,Y,,,,,,,,Y,,,,,,,,,,,,Y,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,
35,11043348720,The Corporation Of The Synod Of The Diocese Of Brisbane,ANGLICAN PARISH OF YERONGA,Business,373 Ann St,,,Brisbane City,QLD,4000,,,3/12/2012,1/01/1917,Small,23,31-Dec,,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
36,11045845426,The Family And Disability Society Of Wa Incorporated,,Business,92 Eucalyptus Bvd,,,Canning Vale,Western Australia,6155,Australia,,3/12/2012,1/01/1992,Small,6,30-Jun,,,,,,,,Y,,Y,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,Y,,,,,,,
37,11049491846,THE TRUSTEE FOR BRAND FOUNDATION,,Business,,,,,,,,,1/01/2014,1/01/2011,Small,5,30-Jun,,,,,,,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,Y,,,,,,,,
38,11050810640,Kybybolite Protection Groupincorporated,,Business,340 Mill Rd,,,Kybybolite,South Australia,5262,Australia,,3/12/2012,1/01/1989,Small,4,31-Mar,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
39,11062802797,Community Housing Limited,,Business,19-23 Prospect Street,,,BOX HILL,VIC,3128,AUSTRALIA,www.chl.org.au,3/12/2012,15/12/1993,Large,13,30-Jun,,Y,,Y,Y,Y,Y,Y,"CHL, IDN, IND, PER, PNG, RWA, TLS",Y,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
40,11064494169,The Trustee For Community Foundation For Albury Wodonga Region,,Business,486 Olive St,,,Albury,NSW,2640,Australia,www.bordertrust.org.au,3/12/2012,1/01/2004,Small,9,30-Jun,,Y,,,,,Y,,,,,,,,,,,,Y,,,,,,,,Y,,,,Y,,,,,,,,Y,,,,,,,,,,Y
41,11066289464,The Corndale Hall Inc.,,Business,3 Arthur Rd,,,Corndale,New South Wales,2480,Australia,,3/12/2012,1/01/1988,Small,1,30-Jun,,Y,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,,,Y,Y,,,Y,Y,,,,,,,,Y,,,,,Y
42,11068446688,Koongie Elvira Aboriginal Corporation,,Business,Koongie Park Community,Great Northern Highway,via,HALLS CREEK,WA ,6770,,,3/12/2012,2/06/1980,,5,30-Jun,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,
43,11069533482,Anglican Deaconess Ministries Limited,,Business,,,,,,,Australia,www.deaconessministries.org.au,3/12/2012,1/01/1996,Large,10,30-Jun,,Y,,,,,,,,,,,,,,,,,,,Y,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,
44,11071850028,St Andrews Anglican Church Lane Cove,,Business,Po Box 998,,,Lane Cove,New South Wales,1595,Australia,,3/12/2012,1/01/1923,Medium,7,31-Dec,,Y,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
45,11076178673,Dolphin Common Equity Rental Housing Co-Operative Ltd,,Business,PO BOX 342,,,FRANKSTON,VIC,3199,AUSTRALIA,,3/12/2012,1/01/1988,Small,3,30-Jun,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
46,11078672755,The Parents & Friends Association Of Kincoppal Rose Bay,,Business,Kincoppal Rose Bay School P & F,New South Head Rd,,Rose Bay,,2029,Australia,https://www.krb.nsw.edu.au/,3/12/2012,1/01/1980,Small,6,31-Oct,,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,Y,Y,,Y,,,,,,,,,,,,,,,,,,Y
47,11079627713,International Coalition of Girls' Schools   Australasia,,Business,U 2 239 Golden Four Dr,,,Bilinga,Queensland,4225,Australia,www.agsa.org.au,1/01/2014,1/05/2010,Small,10,31-Dec,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,Y
48,11079815697,Little Company Of Mary Health Care Limited,,Business,Level 12 135 King Street,,,Sydney,NSW,2000,AUSTRALIA,www.calvarycare.org.au,3/12/2012,1/01/1997,,12,30-Jun,Y,Y,Y,,Y,Y,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,
49,11080436433,Imam Husain Limited,,Business,6 Lang Rd,,,Earlwood,New South Wales,2206,Australia,www.ihic.org.au,3/12/2012,1/01/1997,Small,5,30-Jun,,Y,,,,,,,,,,,,,,,,,Y,,,,,,Y,,Y,,,,Y,,,,Y,,,,,,,,,,,,,,Y
50,11081630729,Uca - Grahamstown Multicentre Congregations,,Business,,,,,,,Australia,http://www.hunter.uca.org.au/church_type/grahamstown-multi-centre-congregation/,3/12/2012,1/01/1977,Small,11,30-Jun,,Y,,,,,,,,,,,,,,,,,,,Y,,,Y,Y,Y,Y,,Y,Y,Y,Y,Y,,Y,Y,,,,Y,Y,Y,,Y,Y,,,,Y
51,11082241761,Church Of Christ Belmore,,Business,1a Chalmers St,,,Belmore,New South Wales,2192,Australia,www.belmorechurchofchrist.com,3/12/2012,1/01/1906,Small,10,31-Dec,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,Y,Y,Y,Y,Y,Y,,Y,,Y,,,,,,,,,,,,,Y,Y
52,11083080403,Volunteer Fire Brigades Victoria Inc,,Business,Se 9 24 Lakeside Dr,,,Burwood East,Victoria,3151,Australia,www.vfbv.com.au,3/12/2012,1/01/2008,Medium,12,30-Jun,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,
53,11083115913,Frontiers Australia,,Business,,,,,,,,,3/12/2012,1/01/1996,Small,6,30-Jun,,,,,,,,,"DEU, GBR, USA",,,,,,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,
54,11083216579,Parish Of The Nativity,,Business,C/- 39 Wakefield Street,,,Adelaide,SA,5000,,,3/12/2012,1/01/1980,Small,4,31-Dec,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,11083428729,Anglican Parish Of Swanbourne-Mount Claremont,,Business,PO Box 6270,,,SWANBOURNE,WA,6010,,,3/12/2012,1/01/1951,Small,4,30-Apr,,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
56,11083730778,St Vincent's Foundation Pty Limited,,Business,,,,,,,Australia,,3/12/2012,1/01/1998,Medium,4,30-Jun,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
57,11086103323,Anglican Parish of Bull Creek - Leeming,,Business,PO Box 258,,,BULL CREEK,WA,6149,,,3/12/2012,1/01/1977,Small,4,30-Apr,,,,,,,,Y,,,,,,,,,,,,,Y,,,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,,,,,,,,,Y
58,11088061023,The Trustee For Australian Research Theology Foundation,,Business,U 1 35 Holland St,,,Toowong,Queensland,4066,Australia,http://www.artfinc.org.au,3/12/2012,1/01/1973,Small,8,30-Jun,,,,,,,,,,,,,,,,,,,,,Y,,,Y,Y,Y,Y,,,Y,,Y,Y,,Y,Y,,,,,Y,Y,,Y,Y,,,,Y
59,11088359577,Living Valley Springs Limited,,Business,15 Sheppersons Lane,,,Kin Kin,Queensland,4571,Australia,www.livingvalley.com.au,3/12/2012,1/01/1999,Large,6,30-Jun,,,,Y,,,,,,Y,,,,,,,,,,,,,,,Y,Y,,,,Y,Y,Y,Y,,,Y,,,,,Y,,,Y,,,,,Y
60,11089865184,Narellan Public School P&C Assn,,Business,Narellan Public School,,,Narellan,New South Wales,2567,Australia,,3/12/2012,1/01/1938,Small,5,31-Dec,,Y,,,,,,,,,,,,Y,,,,,,,,,,Y,,,Y,,Y,,Y,,,,,,,,,,,Y,,,,,,,
61,11091816085,Friends Of The Helmeted Honeyeater Inc,,Business,Po Box 131,,,Woori Yallock,Victoria,3139,Australia,https://www.helmetedhoneyeater.org.au,3/12/2012,1/01/1989,Medium,5,30-Jun,,,,,,,Y,,,,,,,,,,Y,,Y,,,,,,Y,Y,Y,,,,Y,,,,Y,,,,,,,,,,,,,,Y
62,11092150879,Nyahwest Uniting Church Council,,Business,PO Box 36,,,Vinifera,VIC,3591,Australia,,3/12/2012,1/01/1977,Small,5,31-Dec,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,Y,,Y,,,,,,,,,Y,,,,,
63,11094142006,St John's Community Care Brisbane Northside Limited,,Business,241 Church Rd,,,Taigum,Queensland,4018,Australia,,3/12/2012,1/01/2000,Small,6,30-Jun,,,,Y,,,,,,,,,,,,,,,,,,Y,,,Y,Y,,,,Y,,,,,,,Y,,,,,Y,,,,,,,
64,11095489197,UCB ASIA Pacific Limited,,Business,3398-3402 Pacific Hwy,,,Springwood,Queensland,4127,Australia,https://www.ucbasiapacific.org,1/03/2018,1/03/2018,Medium,7,31-Dec,,,,Y,,,,,"COK, FJI, IDN, NRU, PNG, SLB, THA, TLS, VUT, WSM",,,,,,,,,,,,Y,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,
65,11098249758,Christian City Church Joondalup Incorporated,,Business,2 Lincoln Lane,,,Joondalup,Western Australia,6027,Australia,www.c3j.net.au,3/12/2012,1/01/1994,Small,4,30-Jun,,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,
66,11098903558,Bankstown Community Resource Group Inc.,,Business,24 Jacobs St,,,Bankstown,New South Wales,2200,Australia,www.bcrg.org.au,1/10/2013,11/03/1987,Medium,7,30-Jun,,Y,,,,,,,,,,,,,,,,,,,,Y,,Y,Y,Y,Y,,Y,Y,Y,,Y,,Y,,,,Y,,,Y,,,Y,,,,Y
67,11099754393,Toora Women Incorporated,,Business,PO BOX 4038,,,Weston Creek,ACT,2611,Australia,toora.org.au,3/12/2012,1/01/1982,Large,9,30-Jun,Y,,,,,,,,,Y,,,,,,,,,,,,Y,,Y,Y,Y,,,,Y,Y,Y,,,,,,,,Y,,,Y,,,,Y,,Y
68,11101785219,The Australian Childrens Music Foundation Limited,,Business,Se 401 110 Pacific Hwy,,,North Sydney,New South Wales,2060,Australia,www.acmf.com.au,3/12/2012,1/01/2002,Medium,18,30-Jun,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,Y,,,Y,,,Y,,,,,,,,Y,Y,Y,Y,,,,Y,Y
69,11102379386,yourtown,,Business,5 Cordova Street,,,Milton,QLD,4064,Australia,yourtown.com.au,3/12/2012,1/01/1961,Large,9,30-Jun,,Y,,,,,,,,Y,,,,,,,,,,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y
70,11103755139,Musicals Australia Ltd,,Business,17 Albert St,,,Caulfield North,Victoria,3161,Australia,www.musicalsaustralia.com,3/12/2012,1/01/2003,Small,3,30-Jun,,,,,,,Y,,,,,,Y,,,,,,,,,,,,Y,Y,,,,,,Y,,,,Y,,,,,,,,Y,,,,,Y
71,11104705642,The Australian Voices Ensemble Limited,,Business,,,,,,,Australia,www.theaustralianvoices.com,3/12/2012,1/01/2003,Small,3,30-Jun,,,,Y,,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,,Y,,,Y,Y,,,,,,,,,,,,,Y
72,11106424769,Clermont Community Housing And Other Services Inc,,Business,2 Lime St,,,Clermont,Queensland,4721,Australia,www.cchaosi.com.au,3/12/2012,1/01/1989,Small,6,30-Jun,,,,Y,,,,,,Y,,,,,,,,,,,,Y,,Y,Y,,,,,Y,Y,Y,Y,,Y,Y,,,,Y,,,,Y,,,,,
73,11106906423,Seventh-Day Adventist Schools (Victoria) Limited,,Business,Locked Bag 2014,,,Wahroonga,NSW,2076,,,3/12/2012,1/01/2003,Small,10,31-Dec,,,,,,,Y,,,,,,,Y,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y
74,11107436811,Christ Church Mortdale,,Business,Po Box 147,,,Mortdale,New South Wales,2223,Australia,http://christchurchmortdale.org.au,3/12/2012,,Small,8,31-Dec,,Y,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
75,11109853278,Carrington Centennial Care Limited,,Business,90 Werombi Road,,,Camden,NSW,2570,AUSTRALIA,https://carringtoncare.com.au/,3/12/2012,1/01/2004,Large,11,30-Jun,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,
76,11112491556,The Australian Chinese Medical Associa Tion (Sa) Incorporated,,Business,Po Box 2232,,,Kent Town Dc,South Australia,5071,Australia,acmasa.com.au,3/12/2012,1/01/1993,Small,4,30-Jun,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,Y
77,11114063043,Edithburgh Museum Inc,,Business,7 Edith St,,,Edithburgh,South Australia,5583,Australia,edithburgh.org.au,3/12/2012,1/01/1973,Small,5,30-Jun,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,Y,Y,,,,Y,,,,,,,,Y,,,,,
78,11114688541,Australian Business And Community Network Limited,,Business,L 7 121 Walker St,,,North Sydney,New South Wales,2060,Australia,www.abcn.com.au,3/12/2012,1/01/2005,Medium,10,30-Jun,,,,,,,,,,Y,,,,Y,,,,,,,,Y,,Y,,,Y,,,Y,,,Y,,,,,,,,,,,Y,,,,,Y
79,11115225986,Cultural Infusion Foundation Ltd,,Business,PO Box 218,,,Abbotsford,VIC,3067,Australia,www.culturalinfusion.org.au,3/12/2012,1/01/2005,Small,5,30-Jun,,,,,Y,,,,PAK,,,,,,,,,,,,,,,Y,,,Y,Y,Y,Y,Y,Y,Y,,Y,Y,,,,,,Y,,Y,Y,,,,Y
80,11116159701,Uniting Church Australia - Jannali,,Business,527 Box Rd,,,Jannali,New South Wales,2226,Australia,https://www.juc.uca.org.au,3/12/2012,1/01/1977,Small,5,30-Jun,,Y,,,,,,,,,,,,,,,,,,,Y,,,Y,Y,Y,,,,Y,Y,Y,Y,,Y,Y,,,,Y,Y,Y,,,Y,Y,,Y,
81,11116314562,Aboriginal & Torres Strait Islander Legal Service (Qld) Ltd,,Business,Dairymens Building,,,Brisbane City,Queensland,4000,Australia,http://www.atsils.org.au,3/12/2012,1/01/2005,Large,14,30-Jun,,,,Y,,,,,,Y,,,,,,,,,,,,,,Y,Y,Y,Y,,,Y,Y,Y,Y,,,Y,,,,Y,,Y,Y,Y,Y,,,,Y
82,11117886432,Hope Foundation Limited,Lovewell Foundation,Business,1357 Logan Rd,,,Mount Gravatt,Queensland,4122,Australia,www.lovewellfoundation.org.au,3/12/2012,1/01/2006,Small,2,30-Jun,,,,Y,,,,,,Y,,,,,,,,,,,,Y,,Y,Y,Y,,,,Y,Y,Y,Y,Y,Y,,,,,Y,,Y,Y,,Y,,Y,,Y
83,11121512677,Sunny Corner Toy Library Incorporated,,Business,12 Station Rd,,,Auburn,New South Wales,2144,Australia,www.sunnycornertoylibrary.org.au,13/01/2016,25/06/1993,Small,14,30-Jun,,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,,Y,Y,Y,,Y,,,,,,,,,Y,,,,,,,
